embed,kume,root_id,x,y,r,angle_deg
S(51x51),EPG,720575940620282906,-0.0593115346924074,-0.03406301763202532,0.06839698325049377,209.86904414770254
S(51x51),EPG,720575940618612952,-0.0266217651317886,0.002967231381333986,0.026786616822631608,173.64012789409568
S(51x51),EPG,720575940635427982,-0.059483946716390186,-0.03519390392318704,0.06911548878733968,210.6108429310877
S(51x51),EPG,720575940604801993,0.015459390388597113,0.03989719710476741,0.04278760437327268,68.81961628519156
S(51x51),EPG,720575940636730694,0.03300290435115592,0.07411397137871013,0.08112997256954915,65.99662041975206
S(51x51),EPG,720575940632844002,0.012535243161753914,0.03716677910219543,0.03922374013216591,71.36228758876375
S(51x51),EPG,720575940628802041,-0.060578062353760564,-0.037512830436973676,0.07125246722696171,211.76777028376907
S(51x51),EPG,720575940610901930,-0.03039635199147145,-0.0014563561526002022,0.0304312206070123,182.74306925997024
S(51x51),EPG,720575940622364771,0.03698838250993399,0.06057071025876454,0.07097148287835321,58.589069119567256
S(51x51),EPG,720575940642634532,0.021564394633661627,0.07163853156936237,0.0748137843002933,73.24732776582198
